gene	gc
ENSG00000171189.17	45.66
ENSG00000156282.5	44.56
ENSG00000156284.6	37.33
ENSG00000188694.6	42.51
ENSG00000232263.1	41.35
ENSG00000197683.5	47.65
ENSG00000206107.2	47.36
ENSG00000186980.7	56.73
ENSG00000182816.9	49.32
ENSG00000198390.5	50.51
ENSG00000240432.3	48.58
ENSG00000186971.3	47.30
ENSG00000186970.4	46.80
ENSG00000184351.8	43.35
ENSG00000186965.5	47.97
ENSG00000244025.5	44.57
ENSG00000186967.7	48.54
ENSG00000186977.3	48.87
ENSG00000186925.6	47.58
ENSG00000244362.3	43.86
ENSG00000206106.2	39.25
ENSG00000212938.3	50.63
ENSG00000186930.4	55.27
ENSG00000186924.3	45.27
ENSG00000184724.5	49.00
ENSG00000244624.3	45.09
ENSG00000206105.2	53.57
ENSG00000184032.3	46.38
ENSG00000206104.2	43.22
ENSG00000231068.1	36.36
ENSG00000187026.3	47.42
ENSG00000187005.5	48.31
ENSG00000183640.6	51.73
ENSG00000274749.1	45.77
ENSG00000182591.6	52.83
ENSG00000206102.2	49.06
ENSG00000156299.13	49.38
ENSG00000142168.15	54.38
ENSG00000156304.15	46.16
ENSG00000142149.9	51.85
ENSG00000159055.4	43.33
ENSG00000170262.13	53.84
ENSG00000142207.7	52.44
ENSG00000265590.10	46.93
ENSG00000166979.13	55.09
ENSG00000242220.9	49.17
ENSG00000159079.19	47.86
ENSG00000159082.18	42.16
ENSG00000159086.15	38.79
ENSG00000205929.11	43.05
ENSG00000205927.5	58.86
ENSG00000184221.13	64.80
ENSG00000159110.21	48.57
ENSG00000249624.10	48.14
ENSG00000243646.10	43.92
ENSG00000142166.13	43.16
ENSG00000159128.15	50.72
ENSG00000142188.17	40.38
ENSG00000177692.12	42.38
ENSG00000159131.17	42.88
ENSG00000159140.21	44.46
ENSG00000159147.18	43.18
ENSG00000249209.2	51.67
ENSG00000205758.12	41.64
ENSG00000205726.15	46.47
ENSG00000241837.7	44.45
ENSG00000243927.6	42.41
ENSG00000198743.7	38.31
ENSG00000159197.4	42.98
ENSG00000205670.12	47.30
ENSG00000222018.2	43.60
ENSG00000243627.5	53.53
ENSG00000180509.13	51.00
ENSG00000288711.1	53.25
ENSG00000159200.18	48.66
ENSG00000159212.13	55.82
ENSG00000159216.19	45.16
ENSG00000185917.14	46.16
ENSG00000159228.13	51.92
ENSG00000159231.6	57.31
ENSG00000142197.12	50.82
ENSG00000159256.13	38.34
ENSG00000159259.8	48.32
ENSG00000159261.12	56.72
ENSG00000159263.16	55.59
ENSG00000159267.17	46.56
ENSG00000183145.9	49.38
ENSG00000185808.14	43.77
ENSG00000182670.13	39.87
ENSG00000157538.14	50.01
ENSG00000157540.22	42.40
ENSG00000157542.11	41.48
ENSG00000157551.19	41.65
ENSG00000157554.19	45.08
ENSG00000157557.13	51.20
ENSG00000183527.12	45.17
ENSG00000185658.14	37.35
ENSG00000205581.11	43.02
ENSG00000182093.16	46.13
ENSG00000285815.1	46.07
ENSG00000157578.14	40.36
ENSG00000185437.15	47.23
ENSG00000183778.18	48.88
ENSG00000183067.5	45.43
ENSG00000183036.11	44.77
ENSG00000171587.15	51.86
ENSG00000182240.16	47.53
ENSG00000183844.17	48.43
ENSG00000183486.14	48.99
ENSG00000157601.15	49.29
ENSG00000184012.14	55.03
ENSG00000183421.12	58.47
ENSG00000141956.14	53.49
ENSG00000157617.17	49.31
ENSG00000173276.14	39.33
ENSG00000177398.19	56.13
ENSG00000160179.19	55.22
ENSG00000160180.17	54.99
ENSG00000160181.9	52.93
ENSG00000160182.3	56.10
ENSG00000160183.17	51.28
ENSG00000160185.15	54.34
ENSG00000160188.10	49.06
ENSG00000160190.14	54.10
ENSG00000160191.18	52.96
ENSG00000160193.12	59.68
ENSG00000160194.18	49.32
ENSG00000233056.3	49.21
ENSG00000160199.15	44.50
ENSG00000160200.18	60.04
ENSG00000160201.12	43.25
ENSG00000160202.7	62.44
ENSG00000142178.9	57.26
ENSG00000160207.9	49.82
ENSG00000234289.6	59.53
ENSG00000160208.13	50.45
ENSG00000160209.19	57.56
ENSG00000160213.9	53.64
ENSG00000160214.13	57.14
ENSG00000160216.21	55.10
ENSG00000288593.1	65.34
ENSG00000160218.13	48.25
ENSG00000241945.8	58.20
ENSG00000160221.18	57.43
ENSG00000160223.17	58.64
ENSG00000142182.9	60.30
ENSG00000160224.17	62.42
ENSG00000141959.17	64.64
ENSG00000160226.16	64.13
ENSG00000142185.17	62.19
ENSG00000160233.8	60.05
ENSG00000175894.18	58.70
ENSG00000215455.4	66.34
ENSG00000205445.3	66.23
ENSG00000212935.2	65.01
ENSG00000215454.6	64.49
ENSG00000241123.1	65.91
ENSG00000188155.11	65.43
ENSG00000272804.3	63.43
ENSG00000187766.1	65.87
ENSG00000221837.6	66.33
ENSG00000221859.2	64.18
ENSG00000243489.4	62.41
ENSG00000212933.1	65.32
ENSG00000205439.10	63.66
ENSG00000221864.4	60.49
ENSG00000187175.5	60.37
ENSG00000189169.7	67.12
ENSG00000184787.19	45.85
ENSG00000184900.16	52.78
ENSG00000183255.12	53.63
ENSG00000160255.18	60.63
ENSG00000160256.13	65.00
ENSG00000197381.17	51.91
ENSG00000186866.17	59.02
ENSG00000182871.16	66.82
ENSG00000173638.19	61.50
ENSG00000183570.17	54.92
ENSG00000142156.16	63.98
ENSG00000142173.16	65.80
ENSG00000160282.15	61.75
ENSG00000160284.15	66.52
ENSG00000160285.15	56.22
ENSG00000160294.11	53.28
ENSG00000182362.14	54.94
ENSG00000160298.18	58.53
ENSG00000160299.17	56.09
ENSG00000286224.1	47.06
ENSG00000160305.18	51.35
ENSG00000160307.10	52.93
ENSG00000160310.18	49.72
ENSG00000130538.6	43.04
ENSG00000198062.15	46.58
ENSG00000198445.4	55.19
ENSG00000172967.8	38.16
ENSG00000215568.9	56.51
ENSG00000177663.14	54.43
ENSG00000183307.4	60.40
ENSG00000069998.12	55.23
ENSG00000093072.18	53.10
ENSG00000099954.19	50.36
ENSG00000182902.14	55.32
ENSG00000131100.13	43.02
ENSG00000099968.18	45.08
ENSG00000015475.19	52.99
ENSG00000243156.9	54.78
ENSG00000215193.14	47.56
ENSG00000288683.1	57.92
ENSG00000183785.16	52.58
ENSG00000184979.10	49.78
ENSG00000274252.1	59.81
ENSG00000278558.5	67.15
ENSG00000275793.1	62.54
ENSG00000286175.1	78.54
ENSG00000183628.14	59.21
ENSG00000283809.1	55.72
ENSG00000100033.17	60.28
ENSG00000070413.20	59.86
ENSG00000100056.12	58.49
ENSG00000206203.5	57.49
ENSG00000063515.3	62.70
ENSG00000100075.10	67.98
ENSG00000070371.16	54.25
ENSG00000100084.14	55.99
ENSG00000242259.9	51.41
ENSG00000185608.9	52.42
ENSG00000070010.19	47.26
ENSG00000093009.11	53.73
ENSG00000184113.10	65.03
ENSG00000184702.20	68.23
ENSG00000284874.1	67.34
ENSG00000203618.6	73.20
ENSG00000184058.15	66.97
ENSG00000185838.14	61.53
ENSG00000215012.9	54.36
ENSG00000184470.21	56.53
ENSG00000093010.15	58.93
ENSG00000099889.14	64.60
ENSG00000183597.16	58.85
ENSG00000128191.16	56.04
ENSG00000099899.15	63.02
ENSG00000099901.17	56.90
ENSG00000099904.16	65.63
ENSG00000234409.7	66.17
ENSG00000040608.14	65.77
ENSG00000128185.10	63.67
ENSG00000161133.17	49.20
ENSG00000185252.19	55.58
ENSG00000244486.9	71.22
ENSG00000277971.1	66.46
ENSG00000099910.17	56.59
ENSG00000099917.17	59.35
ENSG00000241973.11	55.58
ENSG00000099937.11	49.89
ENSG00000099940.12	46.90
ENSG00000099942.13	49.23
ENSG00000183773.16	61.71
ENSG00000099949.21	58.45
ENSG00000184436.12	62.28
ENSG00000099957.16	58.88
ENSG00000099960.13	61.80
ENSG00000187905.10	51.46
ENSG00000133475.17	60.84
ENSG00000286102.1	78.11
ENSG00000274600.1	62.52
ENSG00000169635.10	59.82
ENSG00000206140.12	56.01
ENSG00000183246.8	63.15
ENSG00000185651.15	55.24
ENSG00000161179.14	67.50
ENSG00000161180.11	60.96
ENSG00000128228.5	64.49
ENSG00000100023.20	54.57
ENSG00000100027.17	50.01
ENSG00000100030.15	43.65
ENSG00000100034.14	55.52
ENSG00000100038.20	58.78
ENSG00000169575.5	58.31
ENSG00000275004.4	40.43
ENSG00000169548.3	44.69
ENSG00000185686.18	53.91
ENSG00000100121.13	61.17
ENSG00000254709.8	59.60
ENSG00000100218.12	49.72
ENSG00000128266.9	56.95
ENSG00000100228.14	56.10
ENSG00000186716.21	59.12
ENSG00000128322.7	62.81
ENSG00000189269.12	50.84
ENSG00000159496.15	56.06
ENSG00000187792.5	51.34
ENSG00000128218.8	57.50
ENSG00000169314.15	58.52
ENSG00000250479.9	65.13
ENSG00000099953.10	61.20
ENSG00000099956.20	55.39
ENSG00000099958.15	60.62
ENSG00000133460.19	52.90
ENSG00000251357.4	60.03
ENSG00000240972.2	69.04
ENSG00000133433.11	55.32
ENSG00000099974.8	50.95
ENSG00000099977.15	56.38
ENSG00000285762.1	57.89
ENSG00000276950.5	54.29
ENSG00000099991.18	59.25
ENSG00000099994.11	63.56
ENSG00000099998.19	57.03
ENSG00000100014.20	51.57
ENSG00000258555.6	52.87
ENSG00000128271.22	61.86
ENSG00000100024.15	52.76
ENSG00000138867.17	57.75
ENSG00000100028.12	45.15
ENSG00000286070.2	59.45
ENSG00000178026.13	64.67
ENSG00000100031.19	61.28
ENSG00000184571.13	44.96
ENSG00000167037.19	53.47
ENSG00000206069.7	51.58
ENSG00000197077.14	52.32
ENSG00000100053.10	61.75
ENSG00000244752.3	56.73
ENSG00000100077.15	43.46
ENSG00000133454.16	56.56
ENSG00000100095.19	50.17
ENSG00000128203.7	54.12
ENSG00000100099.21	47.34
ENSG00000100104.13	47.77
ENSG00000100109.17	49.71
ENSG00000128294.16	49.04
ENSG00000100122.7	55.73
ENSG00000196431.4	58.34
ENSG00000169184.6	60.99
ENSG00000180957.18	39.85
ENSG00000100154.14	51.55
ENSG00000183765.23	48.50
ENSG00000100209.11	50.96
ENSG00000159873.10	43.78
ENSG00000100219.16	46.04
ENSG00000183579.16	53.31
ENSG00000100249.5	50.00
ENSG00000183762.13	55.71
ENSG00000186998.16	61.27
ENSG00000100263.14	63.16
ENSG00000182944.18	43.27
ENSG00000185340.15	66.50
ENSG00000100276.10	66.30
ENSG00000100280.17	60.02
ENSG00000128250.5	46.93
ENSG00000100285.10	57.84
ENSG00000100296.14	50.46
ENSG00000184117.12	52.40
ENSG00000186575.19	54.96
ENSG00000100314.4	62.66
ENSG00000100319.13	57.59
ENSG00000184076.13	48.51
ENSG00000100325.15	53.09
ENSG00000100330.16	49.84
ENSG00000176635.18	38.77
ENSG00000128342.5	57.09
ENSG00000099985.4	59.39
ENSG00000239282.8	61.33
ENSG00000248751.6	60.96
ENSG00000099992.16	57.47
ENSG00000099995.19	50.63
ENSG00000187860.11	60.42
ENSG00000099999.15	59.19
ENSG00000100003.18	54.48
ENSG00000249590.7	56.55
ENSG00000242114.6	60.29
ENSG00000100012.12	52.11
ENSG00000133488.15	56.74
ENSG00000214491.8	50.62
ENSG00000128242.13	61.91
ENSG00000100029.18	56.66
ENSG00000185339.9	56.34
ENSG00000100036.13	58.07
ENSG00000167065.14	50.03
ENSG00000184792.16	56.56
ENSG00000133422.14	48.89
ENSG00000253352.10	42.03
ENSG00000183963.19	59.56
ENSG00000198832.10	60.21
ENSG00000185133.14	61.85
ENSG00000100078.4	58.54
ENSG00000138942.16	49.27
ENSG00000182541.18	53.13
ENSG00000100100.13	53.26
ENSG00000100105.18	57.76
ENSG00000185721.13	46.77
ENSG00000184708.18	50.21
ENSG00000198089.16	53.97
ENSG00000241878.11	59.64
ENSG00000183530.14	46.39
ENSG00000100150.20	47.15
ENSG00000285404.1	48.75
ENSG00000128245.15	52.09
ENSG00000100170.10	46.41
ENSG00000205856.4	47.83
ENSG00000128253.15	53.59
ENSG00000100191.6	49.80
ENSG00000128276.10	47.83
ENSG00000100220.12	46.92
ENSG00000184459.9	44.77
ENSG00000100225.18	40.91
ENSG00000185666.15	49.81
ENSG00000100234.12	48.66
ENSG00000133424.22	47.60
ENSG00000175329.13	52.72
ENSG00000100281.14	42.69
ENSG00000100284.22	59.75
ENSG00000100292.18	58.50
ENSG00000100297.16	55.06
ENSG00000100302.7	60.98
ENSG00000198125.13	54.35
ENSG00000221963.6	40.29
ENSG00000128313.2	52.29
ENSG00000100320.23	45.27
ENSG00000128284.19	48.65
ENSG00000100336.18	50.11
ENSG00000128335.14	53.67
ENSG00000100342.21	52.20
ENSG00000100345.22	58.09
ENSG00000100348.10	55.33
ENSG00000100350.15	55.10
ENSG00000100353.18	49.96
ENSG00000166862.7	51.77
ENSG00000100360.15	51.27
ENSG00000100362.13	53.71
ENSG00000100365.16	57.97
ENSG00000100368.14	55.77
ENSG00000185264.12	54.81
ENSG00000128311.14	64.36
ENSG00000128309.17	54.89
ENSG00000100379.17	63.93
ENSG00000187045.19	61.01
ENSG00000100385.14	57.95
ENSG00000133466.14	56.12
ENSG00000278195.2	59.93
ENSG00000128340.15	59.85
ENSG00000100055.21	57.40
ENSG00000166897.16	62.55
ENSG00000100060.18	59.66
ENSG00000100065.15	64.11
ENSG00000128283.7	63.43
ENSG00000100079.7	52.22
ENSG00000100083.19	58.66
ENSG00000100092.24	63.09
ENSG00000285304.1	60.84
ENSG00000241360.2	64.08
ENSG00000100097.12	60.73
ENSG00000273899.5	57.90
ENSG00000100101.15	61.09
ENSG00000100106.22	59.66
ENSG00000189060.6	52.04
ENSG00000100116.17	61.47
ENSG00000128310.3	72.36
ENSG00000100124.15	55.38
ENSG00000100129.18	50.95
ENSG00000100139.14	60.66
ENSG00000128346.11	53.09
ENSG00000100142.16	55.22
ENSG00000100146.18	61.56
ENSG00000100151.16	59.23
ENSG00000100156.11	68.13
ENSG00000128298.18	60.33
ENSG00000184381.20	59.74
ENSG00000185022.12	60.15
ENSG00000198792.13	60.63
ENSG00000213923.13	58.48
ENSG00000283900.1	57.74
ENSG00000168135.4	65.52
ENSG00000100196.11	44.75
ENSG00000100201.23	44.19
ENSG00000100206.10	40.43
ENSG00000184949.18	44.54
ENSG00000100211.10	49.66
ENSG00000100216.6	48.30
ENSG00000100221.11	52.48
ENSG00000100226.16	57.39
ENSG00000100242.15	61.32
ENSG00000100246.13	55.39
ENSG00000221890.6	60.43
ENSG00000183741.12	58.13
ENSG00000128383.13	51.42
ENSG00000179750.16	51.69
ENSG00000244509.4	49.58
ENSG00000284554.2	50.92
ENSG00000243811.12	51.52
ENSG00000128394.17	51.37
ENSG00000239713.9	52.84
ENSG00000100298.16	49.56
ENSG00000100307.13	58.22
ENSG00000100311.17	60.45
ENSG00000100316.16	54.56
ENSG00000100321.15	59.99
ENSG00000100324.14	59.31
ENSG00000128268.12	61.76
ENSG00000100335.15	50.64
ENSG00000285025.1	57.75
ENSG00000128272.17	57.52
ENSG00000187051.9	54.54
ENSG00000100346.18	61.58
ENSG00000176177.10	42.34
ENSG00000100351.17	51.31
ENSG00000225528.3	45.01
ENSG00000133477.17	51.83
ENSG00000100354.21	44.88
ENSG00000239900.14	45.38
ENSG00000284431.1	58.40
ENSG00000100359.21	61.72
ENSG00000196588.20	54.23
ENSG00000128285.4	56.67
ENSG00000100372.15	41.69
ENSG00000100380.14	38.95
ENSG00000196236.13	43.52
ENSG00000172404.5	36.73
ENSG00000100387.9	44.76
ENSG00000100393.14	47.31
ENSG00000100395.15	54.83
ENSG00000100399.16	69.61
ENSG00000100401.20	56.97
ENSG00000100403.12	57.34
ENSG00000167074.15	57.21
ENSG00000183864.5	53.35
ENSG00000100412.17	55.99
ENSG00000100410.8	48.84
ENSG00000100413.17	58.24
ENSG00000172346.15	63.94
ENSG00000100417.12	58.39
ENSG00000100418.8	51.35
ENSG00000196419.13	49.66
ENSG00000100138.15	50.63
ENSG00000167077.13	52.74
ENSG00000100147.14	51.69
ENSG00000198911.12	56.22
ENSG00000234965.3	75.59
ENSG00000159958.7	56.11
ENSG00000100162.15	58.69
ENSG00000205704.7	64.44
ENSG00000100167.20	53.26
ENSG00000183066.14	42.90
ENSG00000198951.12	53.78
ENSG00000177096.9	59.73
ENSG00000183172.9	49.28
ENSG00000184983.11	46.73
ENSG00000100197.23	61.41
ENSG00000100207.21	51.70
ENSG00000235568.7	59.47
ENSG00000189306.11	57.14
ENSG00000183569.18	57.43
ENSG00000100227.18	54.44
ENSG00000100243.21	59.08
ENSG00000249222.1	45.06
ENSG00000128274.17	60.72
ENSG00000242247.11	44.09
ENSG00000100266.19	52.33
ENSG00000100271.17	51.55
ENSG00000100290.3	55.94
ENSG00000100294.13	57.89
ENSG00000100300.18	64.06
ENSG00000100304.13	61.00
ENSG00000159307.19	57.33
ENSG00000186732.14	55.88
ENSG00000186976.15	46.17
ENSG00000130540.14	54.25
ENSG00000100341.12	61.40
ENSG00000100344.11	54.15
ENSG00000100347.15	46.46
ENSG00000188677.15	53.07
ENSG00000138964.17	57.52
ENSG00000138944.8	53.04
ENSG00000188636.4	55.25
ENSG00000186654.21	62.95
ENSG00000248405.10	58.76
ENSG00000241484.10	57.21
ENSG00000056487.16	60.16
ENSG00000093000.19	44.20
ENSG00000100364.19	56.08
ENSG00000100373.10	60.79
ENSG00000100376.12	52.03
ENSG00000077935.17	39.92
ENSG00000128408.9	51.75
ENSG00000077942.19	57.61
ENSG00000130638.17	46.64
ENSG00000188064.10	64.67
ENSG00000186951.16	47.86
ENSG00000205643.11	56.75
ENSG00000130943.7	47.55
ENSG00000075234.17	56.46
ENSG00000075218.19	52.57
ENSG00000100416.15	58.81
ENSG00000075275.18	61.63
ENSG00000075240.17	59.36
ENSG00000100422.14	52.78
ENSG00000054611.14	57.61
ENSG00000219438.9	58.57
ENSG00000100425.18	55.01
ENSG00000100426.7	50.60
ENSG00000182858.14	55.68
ENSG00000184164.15	57.68
ENSG00000198355.5	66.42
ENSG00000188263.10	64.37
ENSG00000138892.11	60.88
ENSG00000100427.16	57.97
ENSG00000073146.16	53.39
ENSG00000073150.14	66.07
ENSG00000170638.10	65.20
ENSG00000073169.14	67.16
ENSG00000128159.12	60.48
ENSG00000100429.18	64.45
ENSG00000188130.14	65.66
ENSG00000185386.15	62.91
ENSG00000196576.16	63.77
ENSG00000205593.12	62.26
ENSG00000100239.16	58.38
ENSG00000100241.21	64.30
ENSG00000128165.9	63.07
ENSG00000100253.13	58.41
ENSG00000100258.18	65.77
ENSG00000025770.19	60.13
ENSG00000284194.3	67.92
ENSG00000025708.14	64.22
ENSG00000177989.14	71.33
ENSG00000130487.9	66.52
ENSG00000217442.4	53.37
ENSG00000205560.13	58.65
ENSG00000254413.8	59.06
ENSG00000100288.20	60.64
ENSG00000008735.14	63.08
ENSG00000100299.18	60.32
ENSG00000251322.9	67.29
ENSG00000100312.11	55.91
ENSG00000079974.18	50.93
ENSG00000134121.10	40.13
ENSG00000134115.13	39.91
ENSG00000144619.15	42.08
ENSG00000091181.20	43.88
ENSG00000072756.17	41.52
ENSG00000113851.15	37.10
ENSG00000144455.14	47.45
ENSG00000175928.6	44.04
ENSG00000170364.12	45.67
ENSG00000150995.21	43.89
ENSG00000134107.5	50.65
ENSG00000134108.14	39.37
ENSG00000134109.11	45.05
ENSG00000196277.16	46.07
ENSG00000071282.12	45.00
ENSG00000125046.15	50.90
ENSG00000182533.7	51.05
ENSG00000180914.11	50.12
ENSG00000070950.10	40.94
ENSG00000196220.16	50.03
ENSG00000134077.16	42.36
ENSG00000168137.19	45.08
ENSG00000156959.9	59.10
ENSG00000163719.20	53.05
ENSG00000144550.13	58.07
ENSG00000156983.17	55.88
ENSG00000114026.22	52.42
ENSG00000134072.11	54.59
ENSG00000171148.14	54.59
ENSG00000241553.13	54.43
ENSG00000250151.9	56.56
ENSG00000214021.16	54.62
ENSG00000156990.14	52.90
ENSG00000187288.12	54.13
ENSG00000171135.15	47.55
ENSG00000163701.19	57.37
ENSG00000163702.20	59.16
ENSG00000288550.2	58.09
ENSG00000163703.20	53.45
ENSG00000163704.12	64.23
ENSG00000125037.12	46.91
ENSG00000144554.13	43.44
ENSG00000163705.13	49.66
ENSG00000254999.4	46.09
ENSG00000134086.8	47.34
ENSG00000134070.5	51.50
ENSG00000157014.11	53.79
ENSG00000272410.5	52.91
ENSG00000157017.16	54.85
ENSG00000157020.18	51.60
ENSG00000157087.20	52.45
ENSG00000132164.10	50.01
ENSG00000157103.12	49.25
ENSG00000196639.7	46.66
ENSG00000197548.12	48.62
ENSG00000144560.15	52.48
ENSG00000144559.10	44.37
ENSG00000157152.17	51.21
ENSG00000157150.5	53.10
ENSG00000132170.24	39.80
ENSG00000154743.19	44.39
ENSG00000225526.6	45.55
ENSG00000075975.17	47.74
ENSG00000132155.13	46.68
ENSG00000088726.16	50.59
ENSG00000144712.12	60.14
ENSG00000144713.13	49.54
ENSG00000144711.16	59.87
ENSG00000132182.12	58.01
ENSG00000163517.15	61.67
ENSG00000163520.14	61.23
ENSG00000154764.6	54.52
ENSG00000163528.13	48.02
ENSG00000170876.8	49.00
ENSG00000268279.4	55.36
ENSG00000154767.15	51.16
ENSG00000170860.4	44.15
ENSG00000131389.18	50.88
ENSG00000144596.13	57.38
ENSG00000154781.16	45.92
ENSG00000131379.10	53.13
ENSG00000154783.12	50.38
ENSG00000177463.15	44.53
ENSG00000131368.8	46.84
ENSG00000131381.12	48.40
ENSG00000131375.10	39.94
ENSG00000131370.16	50.67
ENSG00000206562.12	43.46
ENSG00000144597.14	44.96
ENSG00000206561.14	49.77
ENSG00000131373.15	43.59
ENSG00000169814.16	45.52
ENSG00000206560.12	38.78
ENSG00000131386.19	48.15
ENSG00000154813.10	40.64
ENSG00000154814.14	43.99
ENSG00000131378.14	53.55
ENSG00000092345.14	40.90
ENSG00000154822.18	45.56
ENSG00000131374.14	44.69
ENSG00000182568.17	41.25
ENSG00000183960.9	42.84
ENSG00000163576.18	43.86
ENSG00000144566.11	41.65
ENSG00000183977.14	38.25
ENSG00000114166.8	41.09
ENSG00000129810.15	38.35
ENSG00000151789.12	38.51
ENSG00000182247.10	43.94
ENSG00000170142.12	44.86
ENSG00000197885.11	40.61
ENSG00000174748.22	45.97
ENSG00000174738.13	39.08
ENSG00000151090.20	45.20
ENSG00000077092.19	42.93
ENSG00000077097.16	41.24
ENSG00000151092.18	39.22
ENSG00000151093.8	47.78
ENSG00000179796.12	45.06
ENSG00000163491.16	40.62
ENSG00000033867.16	36.51
ENSG00000163508.13	52.24
ENSG00000187118.14	34.88
ENSG00000163512.14	37.79
ENSG00000206559.8	38.89
ENSG00000283563.1	42.63
ENSG00000144642.22	39.71
ENSG00000163513.19	44.73
ENSG00000144644.15	41.94
ENSG00000163527.10	42.73
ENSG00000144645.15	46.27
ENSG00000197385.6	40.22
ENSG00000152642.11	44.67
ENSG00000170293.9	52.65
ENSG00000153551.14	53.33
ENSG00000091317.8	37.44
ENSG00000144635.9	40.39
ENSG00000182973.19	44.57
ENSG00000206557.6	47.44
ENSG00000183813.7	45.49
ENSG00000170266.16	49.50
ENSG00000188167.9	52.93
ENSG00000170275.15	49.61
ENSG00000173705.9	46.59
ENSG00000153558.16	43.39
ENSG00000153560.12	44.49
ENSG00000163539.18	39.77
ENSG00000170248.15	38.76
ENSG00000172995.17	42.66
ENSG00000144681.11	46.64
ENSG00000163673.7	48.35
ENSG00000168016.15	49.64
ENSG00000178567.8	38.40
ENSG00000076242.16	43.95
ENSG00000093167.18	41.82
ENSG00000144674.16	38.59
ENSG00000144668.12	49.47
ENSG00000144677.15	48.94
ENSG00000136059.15	59.68
ENSG00000187091.14	60.94
ENSG00000008226.20	55.21
ENSG00000060971.19	50.58
ENSG00000172936.16	54.02
ENSG00000172939.9	43.98
ENSG00000172940.13	56.26
ENSG00000144671.11	53.84
ENSG00000093217.11	46.40
ENSG00000114739.14	47.89
ENSG00000157036.13	44.77
ENSG00000183873.18	55.90
ENSG00000185313.9	49.69
ENSG00000168356.13	42.91
ENSG00000114742.14	40.53
ENSG00000114745.14	57.32
ENSG00000168026.19	52.08
ENSG00000144655.15	58.73
ENSG00000168334.9	59.76
ENSG00000168329.14	48.19
ENSG00000179934.7	44.54
ENSG00000144659.13	50.83
ENSG00000168028.14	45.61
ENSG00000168314.18	43.92
ENSG00000170011.14	49.16
ENSG00000114784.4	37.32
ENSG00000168032.10	46.85
ENSG00000188846.14	44.96
ENSG00000177873.14	46.26
ENSG00000177842.12	47.40
ENSG00000172888.12	42.41
ENSG00000168036.18	40.87
ENSG00000168038.11	45.02
ENSG00000182606.17	49.69
ENSG00000187094.12	54.97
ENSG00000157093.9	51.28
ENSG00000114812.13	56.37
ENSG00000093183.14	45.23
ENSG00000008324.12	41.95
ENSG00000114857.18	38.46
ENSG00000114853.15	61.14
ENSG00000157119.12	60.50
ENSG00000010282.15	57.62
ENSG00000244607.7	54.49
ENSG00000280571.2	54.98
ENSG00000181061.14	39.75
ENSG00000144648.16	51.25
ENSG00000273291.5	54.72
ENSG00000240747.8	40.11
ENSG00000180432.6	51.99
ENSG00000182983.15	44.73
ENSG00000144649.9	52.39
ENSG00000144647.6	59.75
ENSG00000163788.14	43.50
ENSG00000160746.13	51.32
ENSG00000011198.10	42.39
ENSG00000173769.4	39.50
ENSG00000179152.20	39.23
ENSG00000185219.17	47.15
ENSG00000178917.17	44.75
ENSG00000196345.13	46.70
ENSG00000144792.9	40.26
ENSG00000186448.15	40.91
ENSG00000169981.11	44.88
ENSG00000196653.12	41.95
ENSG00000186446.12	41.15
ENSG00000163807.6	39.84
ENSG00000163808.17	41.13
ENSG00000169964.8	52.39
ENSG00000163810.12	49.62
ENSG00000163812.15	49.28
ENSG00000075914.13	48.11
ENSG00000163815.6	62.23
ENSG00000163814.8	50.86
ENSG00000249992.2	66.85
ENSG00000011376.12	48.38
ENSG00000144791.10	48.87
ENSG00000211456.13	40.73
ENSG00000163817.16	50.34
ENSG00000163818.19	39.01
ENSG00000173585.17	48.23
ENSG00000163820.15	53.04
ENSG00000172215.6	48.13
ENSG00000173578.9	49.71
ENSG00000183625.16	44.27
ENSG00000163823.4	46.30
ENSG00000121807.7	43.25
ENSG00000160791.13	44.36
ENSG00000121797.10	45.70
ENSG00000012223.13	52.47
ENSG00000163825.5	52.34
ENSG00000163827.14	43.87
ENSG00000241186.10	44.11
ENSG00000283877.1	50.86
ENSG00000283473.5	42.40
ENSG00000178038.17	58.95
ENSG00000181585.7	59.98
